CONSTITUENCIES,ELECTORATE,P.N.M._VOTES_%,U.N.C._VOTES_%,VOTER_TURNOUT,TOTAL_NUMBER_OF_VOTES_CAST,VALID_VOTES,Year,ELECTORAL_DISTRICT_ARIMA,ELECTORAL_DISTRICT_AROUCA/MALONEY,ELECTORAL_DISTRICT_BARATARIA/SAN JUAN,ELECTORAL_DISTRICT_CARONI CENTRAL,ELECTORAL_DISTRICT_CARONI EAST,ELECTORAL_DISTRICT_CHAGUANAS EAST,ELECTORAL_DISTRICT_CHAGUANAS WEST,ELECTORAL_DISTRICT_COUVA NORTH,ELECTORAL_DISTRICT_COUVA SOUTH,ELECTORAL_DISTRICT_CUMUTO/MANZANILLA,ELECTORAL_DISTRICT_D'ABADIE/O'MEARA,ELECTORAL_DISTRICT_DIEGO MARTIN CENTRAL,ELECTORAL_DISTRICT_DIEGO MARTIN NORTH/EAST,ELECTORAL_DISTRICT_DIEGO MARTIN WEST,ELECTORAL_DISTRICT_FYZABAD,ELECTORAL_DISTRICT_LA BREA,ELECTORAL_DISTRICT_LA HORQUETTA/TALPARO,ELECTORAL_DISTRICT_LAVENTILLE EAST/MORVANT,ELECTORAL_DISTRICT_LAVENTILLE WEST,ELECTORAL_DISTRICT_LOPINOT/BON AIR WEST,ELECTORAL_DISTRICT_MAYARO,ELECTORAL_DISTRICT_MORUGA/TABLELAND,ELECTORAL_DISTRICT_NAPARIMA,ELECTORAL_DISTRICT_OROPOUCHE EAST,ELECTORAL_DISTRICT_OROPOUCHE WEST,ELECTORAL_DISTRICT_POINT FORTIN,ELECTORAL_DISTRICT_POINTE-A-PIERRE,ELECTORAL_DISTRICT_PORT-OF-SPAIN NORTH/ST. ANN'S WEST,ELECTORAL_DISTRICT_PORT-OF-SPAIN SOUTH,ELECTORAL_DISTRICT_PRINCES TOWN,ELECTORAL_DISTRICT_SAN FERNANDO EAST,ELECTORAL_DISTRICT_SAN FERNANDO WEST,ELECTORAL_DISTRICT_SIPARIA,ELECTORAL_DISTRICT_ST. ANN'S EAST,ELECTORAL_DISTRICT_ST. AUGUSTINE,ELECTORAL_DISTRICT_ST. JOSEPH,ELECTORAL_DISTRICT_TABAQUITE,ELECTORAL_DISTRICT_TOBAGO EAST,ELECTORAL_DISTRICT_TOBAGO WEST,ELECTORAL_DISTRICT_TOCO/SANGRE GRANDE,ELECTORAL_DISTRICT_TOTAL,ELECTORAL_DISTRICT_TUNAPUNA,GDP (Per Capita US$),GNI (Per Capita US $),GNI (Percentage Change),Homicide_rate_per_100k,Homicide (Annual Percentage Change),Inflation,Unemployment,Net Migration Rate,Growth Rate,GDP_(US$),GNI (Per Capita US $)_1t,GNI (Per Capita US $)_1y,Inflation_1t,Inflation_1y,Unemployment_1t,Unemployment_1y,Net Migration Rate_1t,Net Migration Rate_1y,GDP (Per Capita US$)_1t,GDP (Per Capita US$)_1y,GDP_(US$)_1t,GDP_(US$)_1y,Homicide_rate_per_100k_1t,Homicide_rate_per_100k_1y
OROPOUCHE WEST,24348,0.25651763595611654,0.7434823640438835,0.6982503696402168,17001,16954,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
POINT FORTIN,25505,0.6046524632332383,0.3953475367667617,0.7032346598706136,17936,17883,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
POINTE-A-PIERRE,24578,0.4567420109119252,0.5405856808818618,0.732728456343071,18009,17962,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
PORT-OF-SPAIN NORTH/ST. ANN'S WEST,24123,0.8315101792768156,0.16848982072318444,0.5502217800439415,13273,13164,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
PORT-OF-SPAIN SOUTH,23778,0.8008950366151343,0.18868999186330349,0.5195138363192867,12353,12290,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
PRINCES TOWN,26473,0.3219504362254456,0.6780495637745544,0.7077399614701771,18736,18683,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
SAN FERNANDO EAST,24969,0.6780640216942758,0.30425042740081354,0.6809643958508551,17003,16963,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
SAN FERNANDO WEST,24493,0.5924190052141309,0.3985002050500908,0.6988119054423713,17116,17069,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
SIPARIA,27920,0.24197241870642716,0.7580275812935728,0.7061962750716332,19717,19651,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
ST. ANN'S EAST,28449,0.7780232558139535,0.2125,0.6070160638335267,17269,17200,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
ST. AUGUSTINE,27224,0.3234848088689013,0.65920619149715,0.7049662062885689,19192,19123,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
ST. JOSEPH,27653,0.5377430715051293,0.45439697851273414,0.7105196542870574,19648,19593,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
TABAQUITE,28217,0.3443932411674347,0.6556067588325653,0.6945458411595846,19598,19530,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
TOBAGO EAST,21981,0.6948352704710303,0.08599143581228699,0.5229061462171876,11494,11443,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
TOBAGO WEST,26151,0.7919528217378322,0.057181248133771276,0.5145118733509235,13455,13396,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
TOCO/SANGRE GRANDE,30149,0.5904485540035412,0.3984359630139681,0.676639357855982,20400,20332,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
TUNAPUNA,26650,0.5941998306519899,0.40288950042337,0.7111819887429643,18953,18896,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
TOTAL,1099279,0.5167640713329874,0.46644591310047245,0.6684308533138539,734792,732340,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
ARIMA,26382,0.6952,0.2866696388765047,0.5112576756879691,13488,13458,2020,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
AROUCA/MALONEY,26673,0.8155,0.17898480439702555,0.5819367900123721,15522,15465,2020,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
BARATARIA/SAN JUAN,25690,0.45985772357723576,0.5271849593495935,0.6138964577656676,15771,15744,2020,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
CARONI CENTRAL,30107,0.369516250134077,0.6173442025099217,0.6203540704819477,18677,18646,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
CARONI EAST,29031,0.245657425514782,0.7373173818014495,0.5999104405635355,17416,17386,2020,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
CHAGUANAS EAST,26923,0.4616916588566073,0.5253045923149016,0.6360732459235597,17125,17072,2020,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
CHAGUANAS WEST,28625,0.10720401872359858,0.8849183696769037,0.6136593886462882,17566,17518,2020,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
COUVA NORTH,29864,0.2867182781529677,0.6936254323834624,0.6107018483793196,18238,18213,2020,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
COUVA SOUTH,30348,0.30375445327486983,0.6904357358180323,0.60237906946092,18281,18245,2020,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
CUMUTO/MANZANILLA,30468,0.40517934695190605,0.5844726824298965,0.6138243402914533,18702,18651,2020,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
D'ABADIE/O'MEARA,30788,0.6670414933093445,0.32514337119082426,0.5795439781733143,17843,17786,2020,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
DIEGO MARTIN CENTRAL,29609,0.7438230559249668,0.1884930356267936,0.4845486169745685,14347,14287,2020,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
DIEGO MARTIN NORTH/EAST,29273,0.7392027779787311,0.20451421543803805,0.4734055272776962,13858,13823,2020,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
DIEGO MARTIN WEST,29886,0.7758286001869293,0.18470055359838952,0.4667068192464699,13948,13909,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
FYZABAD,27447,0.38249666814749,0.6025099955575299,0.6574489015192917,18045,18008,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
LA BREA,26008,0.6027096774193549,0.37,0.5987003998769609,15571,15500,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
LA HORQUETTA/TALPARO,27528,0.5503739800543971,0.44140979147778786,0.6421825050857309,17678,17648,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
LAVENTILLE EAST/MORVANT,26644,0.8265623752893287,0.15683614015484076,0.47170094580393335,12568,12529,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
LAVENTILLE WEST,25585,0.8351273771080014,0.11876569788302835,0.4366230213015439,11171,11148,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
LOPINOT/BON AIR WEST,27864,0.560723665013131,0.2093376130726583,0.6162431811656618,17171,17135,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
MAYARO,28834,0.4026176552492342,0.5899749373433584,0.6255115488659222,18036,17955,2020,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21846.51,13670,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,-0.33814290632169486,-0.14100159225339898,-2.051792855053916,-0.5130592834933931,0.5494442040832563,0.17719917792140755,-0.02239542350853005,-0.0034782643763248086,-0.22474408169596177,-0.09324318433714555,-0.261503248923864,-0.13333844946106402,-0.09017733923643617,-0.2995971070296521
