ELECTORAL_DISTRICT,ELECTORATE,TOTAL_NUMBER_OF_VOTES_CAST,VOTER_TURNOUT,REJECTED_BALLOTS,VALID_VOTES,P.N.M._VOTES,P.N.M._VOTES_%,U.N.C._VOTES,U.N.C._VOTES_%,C.O.P._VOTES,C.O.P._VOTES_%,D.A.C._VOTES,D.A.C._VOTES_%,D.N.A._VOTES,D.N.A._VOTES_%,I.N.D_VOTES,I.N.D._VOTES_%,Year,GDP (Per Capita US$),GNI (Per Capita US $),GNI (Percentage Change),Homicide_rate_per_100k,Annual (Percentage Change),Inflation,Unemployment,Net Migration Rate,Growth Rate,GDP_(US$),GNI (Per Capita US $)_1t,GNI (Per Capita US $)_1y,Inflation_1t,Inflation_1y,Unemployment_1t,Unemployment_1y,Net Migration Rate_1t,Net Migration Rate_1y,GDP (Per Capita US$)_1t,GDP (Per Capita US$)_1y,GDP_(US$)_1t,GDP_(US$)_1y,N.N.V._VOTES,N.N.V._VOTES_%,T.O.P._VOTES,T.O.P._VOTES_%,T.H.C._VOTES,T.H.C._VOTES_%,T.T.N.C.P._VOTES,T.T.N.C.P._VOTES_%,I.L.P._VOTES,I.L.P._VOTES_%,N.J.A.C._VOTES,N.J.A.C._VOTES_%,D.D.P._VOTES,D.D.P._VOTES_%,I.D.P._VOTES,I.D.P._VOTES_%,L.O.V.E._VOTES,L.O.V.E._VOTES_%,N.C.T._VOTES,N.C.T._VOTES_%,T.F._VOTES,T.F._VOTES_%,T.N.V._VOTES,T.N.V._VOTES_%,T.P.T._VOTES,T.P.T._VOTES_%,Y.E.P._VOTES,Y.E.P._VOTES_%,Y.O.U.R._VOTES,Y.O.U.R._VOTES_%,P.E.P._VOTES,P.E.P._VOTES_%,D.P.T._VOTES,D.P.T._VOTES_%,M.N.D._VOTES,M.N.D._VOTES_%,M.S.J._VOTES,M.S.J._VOTES_%,N.O.W._VOTES,N.O.W._VOTES_%,O.T.V._VOTES,O.T.V._VOTES_%,P.D.P._VOTES,P.D.P._VOTES_%,P.P._VOTES,P.P._VOTES_%,T.D.F._VOTES,T.D.F._VOTES_%,T.N.P._VOTES,T.N.P._VOTES_%,U.P.P._VOTES,U.P.P._VOTES_%,U.T.P._VOTES,U.T.P._VOTES_%,Winning_Party,Margin_of_Victory
LOPINOT/BON AIR WEST,27864,17171,0.6162431811656618,36,17135,9608,0.560723665013131,3587.0,0.2093376130726583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3817.0,0.22276043186460462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.00717829004960607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.3513860519404727
MAYARO,28834,18036,0.6255115488659222,81,17955,7229,0.4026176552492342,10593.0,0.5899749373433584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.18735728209412417
MORUGA/TABLELAND,29043,20125,0.69293805736322,68,20057,9462,0.471755496834023,10534.0,0.5252031709627561,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0005982948596499975,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,12.0,0.0005982948596499975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0018447424839208256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.053447674128733136
NAPARIMA,27066,16046,0.5928471144609473,54,15992,2686,0.16795897948974486,13306.0,0.8320410205102551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.6640820410205102
OROPOUCHE EAST,28271,17205,0.6085741572636271,52,17153,3416,0.19914883693814492,13737.0,0.8008511630618551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.6017023261237102
OROPOUCHE WEST,25289,15534,0.6142591640634267,41,15493,3708,0.23933389272574712,11535.0,0.7445297876460337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.016136319628219195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.5051958949202866
POINT FORTIN,26003,15696,0.6036226589239703,36,15660,9276,0.5923371647509579,5761.0,0.36787994891443165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.003703703703703704,0.0,0.0,0.0,0.0,545.0,0.034802043422733075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.001277139208173691,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.22445721583652622
POINTE-A-PIERRE,25096,16615,0.6620576984379981,37,16578,7357,0.44378091446495355,8869.0,0.5349861261913379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.008686210640608035,0.0,0.0,0.0,0.0,208.0,0.012546748703100494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.09120521172638435
PORT-OF-SPAIN NORTH/ST. ANN'S WEST,25003,11685,0.46734391872975245,47,11638,9475,0.8141433235951194,1705.0,0.14650283553875237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0330812854442344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.006272555421893796,0.0,0.0,P.N.M._VOTES_%,0.6676404880563671
PORT-OF-SPAIN SOUTH,24754,10480,0.4233659206592874,26,10454,8202,0.784580065046872,1850.0,0.17696575473502965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,145.0,0.013870288884637458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.024583891333460877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.6076143103118424
PRINCES TOWN,27178,16229,0.5971373905364633,32,16197,4708,0.29067111193430883,11280.0,0.6964252639377663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.012903624127924925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.40575415200345744
SAN FERNANDO EAST,25008,14589,0.5833733205374281,36,14553,9864,0.6777983920841064,4689.0,0.32220160791589364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.3555967841682128
SAN FERNANDO WEST,25035,15515,0.6197323746754544,45,15470,8457,0.5466709760827407,6651.0,0.429928894634777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.008274078862314157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.013639301874595992,0.0,0.0,23.0,0.001486748545572075,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.11674208144796372
SIPARIA,28663,17398,0.6069846143111328,56,17342,3855,0.22229269980394417,13487.0,0.7777073001960558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.5554146003921117
ST. ANN'S EAST,29454,14790,0.5021389284986759,46,14744,10979,0.744641888225719,3438.0,0.23317959848073794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.022178513293543135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.511462289744981
ST. AUGUSTINE,28094,17706,0.6302413326688973,43,17663,5264,0.29802411821321406,11943.0,0.6761592028534225,188.0,0.010643718507614789,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,33.0,0.0018683122912302554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.013304648134518485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.3781350846402084
ST. JOSEPH,28452,18193,0.6394278082384367,49,18144,9354,0.515542328042328,8543.0,0.47084435626102294,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.011959876543209876,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,30.0,0.0016534391534391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.04469797178130508
TABAQUITE,28832,16920,0.5868479467258602,50,16870,5209,0.3087729697688204,11440.0,0.6781268524007114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.013100177830468287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.36935388263189095
TOBAGO EAST,23102,13112,0.5675699073673275,39,13073,7127,0.545169433182896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.006119482903694638,5866.0,0.4487110839134093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.545169433182896
TOBAGO WEST,27686,13883,0.5014447735317489,24,13859,9275,0.66924020492099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0031026769608196838,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4501.0,0.32477090699184646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.002886211126343892,P.N.M._VOTES_%,0.66924020492099
TOCO/SANGRE GRANDE,31096,18237,0.5864741445845125,60,18177,10698,0.5885459646806404,7313.0,0.40232161522803545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0091324200913242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.1862243494526049
TUNAPUNA,27433,17317,0.6312470382386177,38,17279,9460,0.5474853868858152,7534.0,0.43602060304415763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,0.0,0.0,0.0,0.0,57.0,0.00329880201400544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.01319520805602176,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.00318305457491753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.11146478384165753
TOTAL,1134135,658297,0.5804397183756784,1775,656522,322250,0.4908441758235063,309188.0,0.4709484221396998,467.0,0.0007113242206658726,0.0,0.0,0.0,0.0,351.0,0.0005346355491514374,2020,21846.51,13670.0,-13.15,26.28,-25.89,0.598986331,4.206,-0.574,-0.35,20807716174.0546,0.9781505712687844,-0.14100159225339898,-1.7809877871447615,-0.5130592834933931,-1.0566933753221872,0.17719917792140755,-2.025991145232731,-0.0034782643763248086,1.0576800583593233,-0.09324318433714555,0.9367733274608738,-0.13333844946106402,493.0,0.0007509268539363494,0.0,0.0,366.0,0.0011357641582622187,0.0,0.0,3817.0,0.005813971199746543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0003564236994342916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5933.0,0.009037016276682274,37.0,5.635759350029397e-05,1039.0,0.0015825821526163633,1223.0,0.0018628469419151223,365.0,0.0005559600439893864,80.0,0.00012185425621685183,10367.0,0.015790788427501288,211.0,0.0003213906007719467,20.0,6.206361520558573e-05,23.0,7.137315748642358e-05,73.0,0.0002265321955003879,40.0,0.00012412723041117145,P.N.M._VOTES_%,0.019895753683806527
